# Reference: rider weekly M&E export (46 columns, tab-separated).
# Source headers from national template; app column wiring in me_report_schema.py.
Demographics							Number of Specimens Transported								Number of Results Transported											Functionality						Number of days when specimens were not picked up due to:													
Name of Rider	Rider Type	Relief Rider Name	BikeRegistrationNumber	Province 	District 	type of support	V L Blood/Plasma 	VL DBS 	EID Blood	EID DBS	Sputum	Sputum Culture DR (NTBRL)	HPV	others	V L Blood/Plasma 	VL DBS 	EID Blood	EID DBS	Sputum	Sputum Culture DR (NTBRL)	HPV	others	Fuel allocated to rider this week	Fuel used by rider this  week	Distance travelled by this week	Number of days  bike was functional	Number of scheduled visits	Number of actual visits	Number of Ad hoc visits	Number of samples transported during Ad hoc visit	Number of results transported during Ad hoc visit	Bike breakdown	Bike on routine service/ maintenance	Bike had no fuel	Rider on sick leave	Rider on annual leave	Inclement weather	Bike accident damaged	Clinical IPs related issues	other reasons	Mitigation Measures	Comments	date	Week	Average temperature
